"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10025906908"	"8.15e-64"	"2.07e-68"	"-20.772404"	"145.09689"	"-0.40152512"	"KLF15"	"Kruppel-like factor 15"
"10025902226"	"1.64e-63"	"4.18e-68"	"-20.707765"	"144.40045"	"-0.31126327"	"TNFRSF10B"	"tumor necrosis factor receptor superfamily, member 10b"
"10023846133"	"4.21e-63"	"1.07e-67"	"20.620895"	"143.46463"	"0.60145392"	"CBLN4"	"cerebellin 4 precursor"
"10023816478"	"4.96e-63"	"1.26e-67"	"-20.605591"	"143.29977"	"-0.2134496"	"PNRC1"	"proline-rich nuclear receptor coactivator 1"
"10023842768"	"5.65e-63"	"1.44e-67"	"-20.593611"	"143.17074"	"-0.19487758"	"CALCOCO2"	"calcium binding and coiled-coil domain 2"
"10025903284"	"7.17e-63"	"1.83e-67"	"20.571635"	"142.93404"	"0.3753789"	"FBLN7"	"fibulin 7"
"10025932677"	"7.84e-63"	"2.00e-67"	"20.563432"	"142.84568"	"0.21754693"	"DKFZP586K1520"	"DKFZP586K1520 protein"
"10025910394"	"1.73e-62"	"4.41e-67"	"-20.49015"	"142.05648"	"-0.56928906"	"SLCO4A1"	"solute carrier organic anion transporter family, member 4A1"
"10025908172"	"2.15e-62"	"5.48e-67"	"-20.470205"	"141.8417"	"-0.14140454"	"TMEM43"	"transmembrane protein 43"
"10025907281"	"2.54e-62"	"6.46e-67"	"-20.454989"	"141.67786"	"-0.12827153"	"ZNF438"	"zinc finger protein 438"
"10025903309"	"2.63e-62"	"6.69e-67"	"-20.451768"	"141.64317"	"-0.19624704"	"GNRH1"	"gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)"
"10025911465"	"2.75e-62"	"7.00e-67"	"20.447504"	"141.59726"	"0.35654337"	"SLC10A4"	"solute carrier family 10 (sodium/bile acid cotransporter family), member 4"
"10023807002"	"3.45e-62"	"8.79e-67"	"20.426493"	"141.37103"	"0.27164588"	"PNOC"	"prepronociceptin"
"10025904915"	"4.45e-62"	"1.13e-66"	"-20.403063"	"141.11878"	"-0.19037664"	"LCA5"	"Leber congenital amaurosis 5"
"10025907376"	"4.94e-62"	"1.26e-66"	"20.393396"	"141.0147"	"0.13331944"	"IMP4"	"IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast)"
"10023808880"	"8.03e-62"	"2.04e-66"	"20.348533"	"140.53173"	"0.2889983"	"RBM9"	"RNA binding motif protein 9"
"10023826947"	"8.11e-62"	"2.06e-66"	"20.347658"	"140.52231"	"0.37787355"	"CHML"	"choroideremia-like (Rab escort protein 2)"
"10025905279"	"1.18e-61"	"3.01e-66"	"20.312689"	"140.14591"	"0.15635487"	"BCL2L2"	"BCL2-like 2"
"10023815292"	"1.23e-61"	"3.13e-66"	"-20.309114"	"140.10742"	"-0.29059768"	"PXN"	"paxillin"
"10025928555"	"1.27e-61"	"3.22e-66"	"20.306447"	"140.07872"	"0.15526438"	""	""
"10025912671"	"1.27e-61"	"3.23e-66"	"-20.306216"	"140.07623"	"-0.23384324"	"PRKD3"	"protein kinase D3"
"10025907361"	"1.39e-61"	"3.53e-66"	"-20.297961"	"139.98738"	"-0.18001197"	"TRABD"	"TraB domain containing"
"10025929110"	"1.68e-61"	"4.27e-66"	"20.280528"	"139.79975"	"0.27641522"	"C5orf13"	"chromosome 5 open reading frame 13"
"10025902808"	"2.05e-61"	"5.21e-66"	"-20.262151"	"139.60198"	"-0.2898934"	"PTTG1IP"	"pituitary tumor-transforming 1 interacting protein"
"10033668934"	"2.23e-61"	"5.67e-66"	"-20.254254"	"139.51699"	"-0.51914532"	"TNFRSF10D"	"tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain"
"10023811506"	"3.27e-61"	"8.34e-66"	"20.218656"	"139.13391"	"0.20137155"	"CDKN2D"	"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)"
"10025903245"	"3.55e-61"	"9.05e-66"	"20.211085"	"139.05244"	"0.1727162"	"PDCD2"	"programmed cell death 2"
"10023819392"	"3.95e-61"	"1.01e-65"	"20.201323"	"138.94741"	"0.14045505"	"PPP1R7"	"protein phosphatase 1, regulatory (inhibitor) subunit 7"
"10025909874"	"4.18e-61"	"1.06e-65"	"20.196069"	"138.89088"	"0.38904444"	"NCALD"	"neurocalcin delta"
"10025915492"	"4.90e-61"	"1.25e-65"	"20.181342"	"138.73242"	"0.43378324"	""	""
"10025906387"	"5.47e-61"	"1.39e-65"	"20.171222"	"138.62354"	"0.17088873"	""	""
"10023808677"	"5.93e-61"	"1.51e-65"	"-20.171248"	"138.5439"	"-0.57887445"	"GFAP"	"glial fibrillary acidic protein"
"10025920196"	"8.82e-61"	"2.25e-65"	"20.127084"	"138.14869"	"0.29732015"	""	""
"10025904025"	"1.10e-60"	"2.80e-65"	"-20.106579"	"137.92812"	"-0.15690939"	"ARHGEF6"	"Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6"
"10025917804"	"1.28e-60"	"3.25e-65"	"20.092922"	"137.78122"	"0.26639334"	""	""
"10023810663"	"1.32e-60"	"3.36e-65"	"20.089939"	"137.74914"	"0.26873509"	"C5orf13"	"chromosome 5 open reading frame 13"
"10023824420"	"1.32e-60"	"3.36e-65"	"-20.089699"	"137.74656"	"-0.17026861"	""	""
"10025909790"	"1.46e-60"	"3.71e-65"	"-20.080724"	"137.65002"	"-0.38141794"	"C1orf162"	"chromosome 1 open reading frame 162"
"10025906803"	"1.47e-60"	"3.74e-65"	"-20.079931"	"137.6415"	"-0.25902908"	"MOV10L1"	"Mov10l1, Moloney leukemia virus 10-like 1, homolog (mouse)"
"10023813030"	"1.61e-60"	"4.09e-65"	"-20.071642"	"137.55234"	"-0.45951869"	""	""
"10025908628"	"1.90e-60"	"4.84e-65"	"20.055999"	"137.3841"	"0.28110989"	"ANKRD39"	"ankyrin repeat domain 39"
"10033668510"	"2.15e-60"	"5.47e-65"	"-20.044776"	"137.2634"	"-0.55586033"	"SLCO4A1"	"solute carrier organic anion transporter family, member 4A1"
"10023810118"	"2.42e-60"	"6.17e-65"	"20.033677"	"137.14404"	"0.43417343"	"CA10"	"carbonic anhydrase X"
"10023818294"	"3.21e-60"	"8.17e-65"	"20.007665"	"136.86432"	"0.25629066"	"C1orf95"	"chromosome 1 open reading frame 95"
"10025912774"	"3.33e-60"	"8.48e-65"	"20.004209"	"136.82716"	"0.48931544"	"RGS4"	"regulator of G-protein signaling 4"
"10023812977"	"3.89e-60"	"9.91e-65"	"19.98983"	"136.67256"	"0.48482794"	"TAC1"	"tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"
"10023823479"	"5.28e-60"	"1.34e-64"	"19.961635"	"136.36942"	"0.57440096"	"TAC1"	"tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"
"10025910700"	"5.93e-60"	"1.51e-64"	"19.950802"	"136.25295"	"0.20750623"	"ACP1"	"acid phosphatase 1, soluble"
"10023813170"	"6.20e-60"	"1.58e-64"	"-19.946756"	"136.20946"	"-0.26894873"	"NFATC2"	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"
"10023807654"	"6.81e-60"	"1.73e-64"	"19.938103"	"136.11643"	"0.60360613"	"TAC1"	"tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"
"10023825159"	"7.10e-60"	"1.81e-64"	"-19.934196"	"136.07444"	"-0.30487236"	"EMP3"	"epithelial membrane protein 3"
"10023809224"	"8.73e-60"	"2.22e-64"	"19.915061"	"135.86874"	"0.33157745"	"NEK2"	"NIMA (never in mitosis gene a)-related kinase 2"
"10023845269"	"9.37e-60"	"2.38e-64"	"19.908596"	"135.79925"	"0.46905284"	"NMS"	"neuromedin S"
"10023805656"	"1.03e-59"	"2.63e-64"	"19.899474"	"135.7012"	"0.18941147"	"C18orf1"	"chromosome 18 open reading frame 1"
"10023834676"	"1.10e-59"	"2.79e-64"	"-19.894113"	"135.64358"	"-0.39212846"	"ATOH8"	"atonal homolog 8 (Drosophila)"
"10023810831"	"1.21e-59"	"3.09e-64"	"19.88453"	"135.54058"	"0.52721024"	"TAC1"	"tachykinin, precursor 1 (substance K, substance P, neurokinin 1, neurokinin 2, neuromedin L, neurokinin alpha, neuropeptide K, neuropeptide gamma)"
"10023826794"	"1.79e-59"	"4.56e-64"	"19.848652"	"135.155"	"0.4561883"	"ARPP-19"	"cyclic AMP phosphoprotein, 19 kD"
"10023824500"	"1.92e-59"	"4.90e-64"	"19.842045"	"135.08401"	"0.16676911"	""	""
"10025915558"	"2.08e-59"	"5.31e-64"	"19.834604"	"135.00404"	"0.21095776"	"TCEB1"	"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)"
"10025913015"	"2.24e-59"	"5.69e-64"	"19.828059"	"134.93371"	"0.27936878"	"GPR120"	"G protein-coupled receptor 120"
"10023828454"	"2.27e-59"	"5.78e-64"	"-19.82665"	"134.91857"	"-0.48839381"	"SYTL4"	"synaptotagmin-like 4 (granuphilin-a)"
"10025904490"	"4.11e-59"	"1.05e-63"	"19.771661"	"134.32777"	"0.33962093"	""	""
"10025914505"	"4.65e-59"	"1.18e-63"	"19.760301"	"134.20574"	"0.29053235"	""	""
"10023844672"	"4.76e-59"	"1.21e-63"	"19.758204"	"134.18321"	"0.25287639"	"TMEM118"	"transmembrane protein 118"
"10023834965"	"5.69e-59"	"1.45e-63"	"19.741636"	"134.00525"	"0.16313617"	""	""
"10025913360"	"8.51e-59"	"2.17e-63"	"-19.704375"	"133.60505"	"-0.17329739"	"CALCOCO2"	"calcium binding and coiled-coil domain 2"
"10025913125"	"9.28e-59"	"2.36e-63"	"19.696361"	"133.51898"	"0.1267287"	"ALKBH6"	"alkB, alkylation repair homolog 6 (E. coli)"
"10023832258"	"1.24e-58"	"3.15e-63"	"19.669819"	"133.23396"	"0.1797053"	"ARPC5L"	"actin related protein 2/3 complex, subunit 5-like"
"10025904421"	"1.80e-58"	"4.58e-63"	"-19.635095"	"132.86112"	"-0.29105105"	"C20orf141"	"chromosome 20 open reading frame 141"
"10023810771"	"2.17e-58"	"5.53e-63"	"-19.617516"	"132.6724"	"-0.28191216"	"ROM1"	"retinal outer segment membrane protein 1"
"10025913209"	"4.83e-58"	"1.23e-62"	"-19.543593"	"131.87896"	"-0.21375319"	"PGCP"	"plasma glutamate carboxypeptidase"
"10025915021"	"5.18e-58"	"1.32e-62"	"19.537006"	"131.80828"	"0.30768747"	"LOC647509"	"hypothetical LOC647509"
"10023811649"	"5.56e-58"	"1.42e-62"	"19.530507"	"131.73854"	"0.49593164"	"ADCYAP1"	"adenylate cyclase activating polypeptide 1 (pituitary)"
"10023845149"	"6.78e-58"	"1.73e-62"	"19.512085"	"131.54087"	"0.51409787"	"SLC32A1"	"solute carrier family 32 (GABA vesicular transporter), member 1"
"10023813455"	"7.42e-58"	"1.89e-62"	"19.503814"	"131.45212"	"0.15158917"	"C14orf122"	"chromosome 14 open reading frame 122"
"10025909104"	"8.92e-58"	"2.27e-62"	"-19.486718"	"131.2687"	"-0.24590808"	"FOXO1"	"forkhead box O1"
"10023822348"	"1.14e-57"	"2.89e-62"	"19.464273"	"131.02793"	"0.16834051"	"ATP5G1"	"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C1 (subunit 9)"
"10025926985"	"1.75e-57"	"4.45e-62"	"-19.42438"	"130.60003"	"-0.34299407"	""	""
"10023823946"	"1.97e-57"	"5.01e-62"	"19.413409"	"130.48237"	"0.25875485"	"C6orf154"	"chromosome 6 open reading frame 154"
"10025913531"	"2.24e-57"	"5.71e-62"	"19.401183"	"130.35126"	"0.22484292"	"CDKN2AIPNL"	"CDKN2A interacting protein N-terminal like"
"10023826844"	"2.45e-57"	"6.23e-62"	"19.393106"	"130.26465"	"0.38499255"	"KRT5"	"keratin 5 (epidermolysis bullosa simplex, Dowling-Meara/Kobner/Weber-Cockayne types)"
"10025908612"	"2.69e-57"	"6.84e-62"	"-19.384501"	"130.17238"	"-0.31717189"	"BCL6"	"B-cell CLL/lymphoma 6 (zinc finger protein 51)"
"10025913703"	"2.79e-57"	"7.10e-62"	"19.381067"	"130.13556"	"0.41781651"	""	""
"10025905875"	"2.93e-57"	"7.46e-62"	"19.376475"	"130.08632"	"0.16775124"	""	""
"10025931285"	"3.15e-57"	"8.01e-62"	"-19.36977"	"130.01443"	"-0.18575834"	""	""
"10023823268"	"3.35e-57"	"8.53e-62"	"19.364017"	"129.95275"	"0.149702"	"TCEB1"	"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C)"
"10025919866"	"3.82e-57"	"9.73e-62"	"19.351761"	"129.82136"	"0.48345675"	"LOC400120"	"hypothetical LOC400120"
"10025903639"	"4.42e-57"	"1.12e-61"	"-19.338363"	"129.67773"	"-0.4409502"	"GEM"	"GTP binding protein overexpressed in skeletal muscle"
"10023810657"	"4.45e-57"	"1.13e-61"	"19.337741"	"129.67106"	"0.31150448"	"FBXO9"	"F-box protein 9"
"10023814159"	"4.79e-57"	"1.22e-61"	"19.330821"	"129.59688"	"0.40273328"	"HSPB3"	"heat shock 27kDa protein 3"
"10025928349"	"5.62e-57"	"1.43e-61"	"19.31596"	"129.43759"	"0.14193487"	""	""
"10023848761"	"6.36e-57"	"1.62e-61"	"19.304584"	"129.31565"	"0.20217489"	"LOC112703"	"hypothetical protein BC004941"
"10023816681"	"6.44e-57"	"1.64e-61"	"19.303323"	"129.30214"	"0.48319008"	"CAMK4"	"calcium/calmodulin-dependent protein kinase IV"
"10025903935"	"8.76e-57"	"2.23e-61"	"19.274802"	"128.99648"	"0.2880325"	"CDKN2AIPNL"	"CDKN2A interacting protein N-terminal like"
"10023843595"	"8.77e-57"	"2.23e-61"	"-19.274765"	"128.99609"	"-0.26711455"	"MICA"	"MHC class I polypeptide-related sequence A"
"10023807788"	"1.15e-56"	"2.92e-61"	"19.249967"	"128.73038"	"0.54310644"	"SLN"	"sarcolipin"
"10031919933"	"1.16e-56"	"2.96e-61"	"-19.248623"	"128.71597"	"-0.42181907"	"IFITM2///IFITM1"	"interferon induced transmembrane protein 2 (1-8D)///interferon induced transmembrane protein 1 (9-27)"
"10023829853"	"1.22e-56"	"3.11e-61"	"19.244089"	"128.6674"	"0.37796077"	"C6orf105"	"chromosome 6 open reading frame 105"
"10025906225"	"1.24e-56"	"3.16e-61"	"19.242614"	"128.65159"	"0.12999818"	"ZCCHC17"	"zinc finger, CCHC domain containing 17"
"10023824700"	"1.56e-56"	"3.98e-61"	"-19.221064"	"128.42073"	"-0.20125265"	"DBI"	"diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein)"
"10025926376"	"1.60e-56"	"4.08e-61"	"19.218758"	"128.39602"	"0.14365763"	""	""
"10023817552"	"1.70e-56"	"4.32e-61"	"19.21341"	"128.33873"	"0.22552956"	"ETV5"	"ets variant gene 5 (ets-related molecule)"
"10023813684"	"1.75e-56"	"4.45e-61"	"19.210638"	"128.30904"	"0.3529137"	"SPON2"	"spondin 2, extracellular matrix protein"
"10025906631"	"2.27e-56"	"5.77e-61"	"19.186537"	"128.05089"	"0.36997883"	"IGF1"	"insulin-like growth factor 1 (somatomedin C)"
"10025923462"	"2.99e-56"	"7.60e-61"	"19.160991"	"127.7773"	"0.24925678"	"LOC375196"	"hypothetical protein LOC375196"
"10031919817"	"3.38e-56"	"8.62e-61"	"-19.149346"	"127.65259"	"-0.43261093"	""	""
"10023805732"	"4.41e-56"	"1.12e-60"	"19.124812"	"127.38991"	"0.20181094"	""	""
"10033668723"	"4.50e-56"	"1.15e-60"	"-19.12283"	"127.36869"	"-0.35355256"	"TNFRSF1A"	"tumor necrosis factor receptor superfamily, member 1A"
"10033668734"	"5.74e-56"	"1.46e-60"	"-19.100339"	"127.12791"	"-0.40094478"	"IFITM2"	"interferon induced transmembrane protein 2 (1-8D)"
"10023811138"	"5.75e-56"	"1.46e-60"	"-19.100081"	"127.12515"	"-0.21275643"	""	""
"10025910417"	"5.79e-56"	"1.47e-60"	"19.099548"	"127.11945"	"0.3370023"	"DLX1"	"distal-less homeobox 1"
"10025928631"	"6.08e-56"	"1.55e-60"	"19.094953"	"127.07025"	"0.31674987"	""	""
"10023817623"	"6.19e-56"	"1.58e-60"	"19.093307"	"127.05264"	"0.37843749"	"HAPLN1"	"hyaluronan and proteoglycan link protein 1"
"10023836276"	"6.29e-56"	"1.60e-60"	"19.091793"	"127.03643"	"0.18107262"	""	""
"10025903098"	"7.15e-56"	"1.82e-60"	"-19.079855"	"126.90865"	"-0.20161736"	"HAP1"	"huntingtin-associated protein 1 (neuroan 1)"
"10025904226"	"7.69e-56"	"1.96e-60"	"-19.073105"	"126.83641"	"-0.11928028"	"RUFY1"	"RUN and FYVE domain containing 1"
"10023840887"	"8.36e-56"	"2.13e-60"	"19.065313"	"126.75301"	"0.23462723"	"C1orf165"	"chromosome 1 open reading frame 165"
"10025911927"	"8.90e-56"	"2.27e-60"	"19.059523"	"126.69105"	"0.13004606"	"UBE2V1"	"ubiquitin-conjugating enzyme E2 variant 1"
"10025904350"	"1.09e-55"	"2.77e-60"	"19.040754"	"126.49019"	"0.38452384"	"SVOP"	"SV2 related protein homolog (rat)"
"10025909637"	"1.13e-55"	"2.88e-60"	"19.037123"	"126.45133"	"0.15482613"	"UBE2E3"	"ubiquitin-conjugating enzyme E2E 3 (UBC4/5 homolog, yeast)"
"10023817915"	"1.25e-55"	"3.17e-60"	"-19.028323"	"126.35718"	"-0.18447412"	"KIAA0323"	"KIAA0323"
"10025934766"	"1.42e-55"	"3.60e-60"	"19.016403"	"126.22964"	"0.390962"	"LOC401097"	"Similar to LOC166075"
"10023816230"	"1.86e-55"	"4.73e-60"	"-18.991055"	"125.95846"	"-0.20241261"	"ACTR1B"	"ARP1 actin-related protein 1 homolog B, centractin beta (yeast)"
"10023831722"	"1.89e-55"	"4.81e-60"	"-18.989548"	"125.94234"	"-0.29661853"	"HVCN1"	"hydrogen voltage-gated channel 1"
"10023808368"	"1.94e-55"	"4.93e-60"	"18.987288"	"125.91817"	"0.22634781"	"SPEF1"	"sperm flagellar 1"
"10023841354"	"1.98e-55"	"5.05e-60"	"18.985012"	"125.89382"	"0.35742205"	""	""
"10025908179"	"2.26e-55"	"5.75e-60"	"-18.973051"	"125.76589"	"-0.22186398"	"GNA13"	"guanine nucleotide binding protein (G protein), alpha 13"
"10023836800"	"2.50e-55"	"6.38e-60"	"-18.963392"	"125.66258"	"-0.17791217"	"MMEL1"	"membrane metallo-endopeptidase-like 1"
"10023805072"	"2.84e-55"	"7.24e-60"	"18.951613"	"125.5366"	"0.22439087"	"GRIK1"	"glutamate receptor, ionotropic, kainate 1"
"10025912473"	"2.84e-55"	"7.24e-60"	"18.9516"	"125.53646"	"0.31894391"	"FBXO16"	"F-box protein 16"
"10025908419"	"2.88e-55"	"7.33e-60"	"18.950459"	"125.52426"	"0.21806102"	"SUB1"	"SUB1 homolog (S. cerevisiae)"
"10025906870"	"3.03e-55"	"7.70e-60"	"18.945794"	"125.47437"	"0.24087125"	"TMEM169"	"transmembrane protein 169"
"10023842819"	"3.31e-55"	"8.41e-60"	"-18.937593"	"125.38667"	"-0.25234155"	"BOC"	"Boc homolog (mouse)"
"10023826070"	"3.44e-55"	"8.77e-60"	"18.933796"	"125.34607"	"0.49229213"	"PAK1"	"p21/Cdc42/Rac1-activated kinase 1 (STE20 homolog, yeast)"
"10023836747"	"3.75e-55"	"9.55e-60"	"-18.925791"	"125.26047"	"-0.39430264"	"C20orf54"	"chromosome 20 open reading frame 54"
"10023827451"	"3.97e-55"	"1.01e-59"	"18.920651"	"125.20551"	"0.2742895"	"TASP1"	"taspase, threonine aspartase, 1"
"10025902918"	"4.08e-55"	"1.04e-59"	"-18.918062"	"125.17783"	"-0.38738197"	"ADORA3"	"adenosine A3 receptor"
"10025906340"	"4.13e-55"	"1.05e-59"	"18.916871"	"125.1651"	"0.11540996"	"RABEPK"	"Rab9 effector protein with kelch motifs"
"10025906614"	"4.22e-55"	"1.07e-59"	"18.914822"	"125.14319"	"0.18722116"	"IDS"	"iduronate 2-sulfatase (Hunter syndrome)"
"10023823690"	"4.30e-55"	"1.09e-59"	"-18.913192"	"125.12576"	"-0.38685749"	"CLEC2B"	"C-type lectin domain family 2, member B"
"10025907443"	"4.36e-55"	"1.11e-59"	"-18.911891"	"125.11185"	"-0.18663734"	"MOBKL2C"	"MOB1, Mps One Binder kinase activator-like 2C (yeast)"
"10025909820"	"4.46e-55"	"1.14e-59"	"18.909713"	"125.08856"	"0.45146054"	"SCN3B"	"sodium channel, voltage-gated, type III, beta"
"10025905932"	"5.03e-55"	"1.28e-59"	"18.898611"	"124.96987"	"0.21297104"	"VKORC1L1"	"vitamin K epoxide reductase complex, subunit 1-like 1"
"10025905280"	"5.64e-55"	"1.44e-59"	"18.887831"	"124.85464"	"0.13222385"	"RHEBL1"	"Ras homolog enriched in brain like 1"
