ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
7953395	0.20394376	6.12e-06	-4.809462	3.713873	-0.1946916	COPS7A	COP9 signalosome subunit 7A
8112409	0.20989522	6.30e-06	-4.802209	3.687778	-0.1815648	SGTB	small glutamine rich tetratricopeptide repeat containing beta
8112894	0.21669693	6.51e-06	4.794161	3.658849	0.2702656		
8083144	0.21911043	6.58e-06	4.791365	3.648801	0.2854996		
7894864	0.23095424	6.94e-06	4.778061	3.601052	0.2869271		
8009666	0.23396662	7.03e-06	-4.774783	3.589299	-0.2430138	RAB37	RAB37, member RAS oncogene family
7914603	0.24147247	7.25e-06	-4.766791	3.560662	-0.1651323	RNF19B	ring finger protein 19B
8000930	0.24243577	7.28e-06	4.765783	3.557051	0.3254723		
7893861	0.2747947	8.25e-06	4.734	3.44345	0.2294395		
7894582	0.28371749	8.52e-06	-4.725876	3.414481	-0.2190649		
8138824	0.29336141	8.81e-06	-4.717369	3.38418	-0.1725375	SCRN1	secernin 1
8143365	0.29911799	8.98e-06	4.712421	3.366566	0.2662437		
7897824	0.35360569	1.06e-05	-4.669689	3.214918	-0.1104933	MFN2	mitofusin 2
7974916	0.37141346	1.12e-05	4.657104	3.170406	0.1900382		
7892630	0.37351562	1.12e-05	4.655657	3.165293	0.227246		
8147030	0.37608303	1.13e-05	-4.6539	3.159088	-0.179023	STMN2	stathmin 2
7895652	0.38263545	1.15e-05	4.64947	3.143442	0.1532114		
8103892	0.38348443	1.15e-05	4.648901	3.141434	0.1951247		
7929591	0.39608761	1.19e-05	4.640601	3.112145	0.190691		
8092578	0.39853327	1.20e-05	-4.63902	3.106569	-0.4560089	ETV5	ETS variant 5
7907633	0.45171863	1.36e-05	4.606782	2.993132	0.1578782	TEX35	testis expressed 35
8087100	0.47958045	1.44e-05	-4.591336	2.938946	-0.1737245	UQCRC1	ubiquinol-cytochrome c reductase core protein I
8028380	0.48591536	1.46e-05	-4.587946	2.927067	-0.1482333	PSMD8	proteasome 26S subunit, non-ATPase 8
7896422	0.49019444	1.47e-05	-4.58568	2.919131	-0.1333939		
8158183	0.530974	1.59e-05	-4.565	2.846805	-0.1366512	DNM1	dynamin 1
8109999	0.53294033	1.60e-05	-4.564042	2.84346	-0.1043208	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
8012054	0.54157504	1.63e-05	-4.559876	2.828915	-0.1519349	DLG4	discs large MAGUK scaffold protein 4
8114205	0.55009479	1.65e-05	4.555828	2.814791	0.1595209		
7955635	0.5513521	1.66e-05	4.555236	2.812725	0.1904089	ARL2BP	ADP ribosylation factor like GTPase 2 binding protein
8143040	0.57655187	1.73e-05	-4.543635	2.772288	-0.1417096	SLC35B4	solute carrier family 35 member B4
7958398	0.59587396	1.79e-05	-4.535067	2.742465	-0.182499	WSCD2	WSC domain containing 2
8115847	0.64972732	1.95e-05	4.512537	2.664201	0.223081		
8111197	0.67768441	2.04e-05	4.501545	2.626102	0.2245425		
8092594	0.68298188	2.05e-05	-4.499512	2.61906	-0.3580393		
8124183	0.70764593	2.13e-05	4.490242	2.586983	0.2189198		
8027117	0.72172197	2.17e-05	-4.48509	2.569175	-0.1451819	ARMC6	armadillo repeat containing 6
7943160	0.7767262	2.33e-05	4.465852	2.502778	0.2036334	SCARNA9	small Cajal body-specific RNA 9
7993017	0.7772649	2.33e-05	4.46567	2.502151	0.163159		
7944716	0.81684063	2.45e-05	4.452635	2.457265	0.4419065		
8063433	0.83531262	2.51e-05	4.446759	2.437056	0.1311749		
7950501	0.83664211	2.51e-05	-4.446341	2.435619	-0.1415215	GDPD5	glycerophosphodiester phosphodiesterase domain containing 5
8161488	0.85359334	2.56e-05	-4.441066	2.417493	-0.217909	LOC102724507///LOC100509620///AQP7P1///AQP7	uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
7893836	0.86799277	2.61e-05	4.436665	2.402378	0.1946781		
8102779	0.88167014	2.65e-05	4.432549	2.388251	0.2284545		
7929288	0.8921049	2.68e-05	-4.42945	2.377621	-0.2193923	EXOC6	exocyst complex component 6
7894307	0.90561326	2.72e-05	-4.425489	2.364043	-0.0852836		
8113358	0.90994016	2.73e-05	-4.424233	2.359737	-0.151024	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
8152819	0.91194757	2.74e-05	4.423652	2.357747	0.2501025		
7970842	0.92154359	2.77e-05	4.420892	2.34829	0.1426472		
7894976	0.92672915	2.78e-05	4.419412	2.343221	0.1592363		
8118979	0.94631212	2.84e-05	4.413894	2.324332	0.239316		
7992742	0.95239962	2.86e-05	-4.412202	2.31854	-0.2120183		
7995069	0.96225915	2.89e-05	-4.409482	2.309237	-0.1132578	FUS	FUS RNA binding protein
8110114	0.96808532	2.91e-05	-4.407888	2.303785	-0.2186785	CPLX2	complexin 2
8107133	0.97235185	2.92e-05	-4.406726	2.299813	-0.230487	PAM	peptidylglycine alpha-amidating monooxygenase
8004247	0.97594953	2.93e-05	-4.40575	2.296477	-0.1245899	RNASEK-C17orf49///C17orf49	RNASEK-C17orf49 readthrough///chromosome 17 open reading frame 49
7893542	1	3.08e-05	4.3929	2.252593	0.2198333		
8009457	1	3.08e-05	-4.392563	2.251442	-0.1041457	PRKAR1A	protein kinase cAMP-dependent type I regulatory subunit alpha
8052667	1	3.17e-05	4.384728	2.224725	0.1639547		
7894278	1	3.19e-05	4.383342	2.220002	0.1352474		
8168868	1	3.28e-05	-4.376121	2.19541	-0.1285076	ARMCX1	armadillo repeat containing, X-linked 1
7972546	1	3.29e-05	4.374811	2.190953	0.1396235		
7932612	1	3.34e-05	4.371003	2.177996	0.2134471		
8165907	1	3.56e-05	4.354031	2.120337	0.184402		
7982020	1	3.58e-05	4.352388	2.114763	0.2208676	SNORD115-7///SNRPN	small nucleolar RNA, C/D box 115-7///small nuclear ribonucleoprotein polypeptide N
8091552	1	3.61e-05	4.350159	2.1072	0.1456847		
7911108	1	3.71e-05	4.343384	2.084237	0.2047467		
8172035	1	3.72e-05	-4.342675	2.081834	-0.1722448	DYNLT3	dynein light chain Tctex-type 3
8000097	1	3.87e-05	-4.331631	2.044451	-0.6717747	ZP2	zona pellucida glycoprotein 2
8036143	1	3.93e-05	-4.327762	2.03137	-0.2055498	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
8022502	1	4.09e-05	4.31745	1.996538	0.2074319		
7905127	1	4.09e-05	4.316936	1.994806	0.141561		
8003953	1	4.10e-05	-4.316533	1.993443	-0.1734747	PSMB6	proteasome subunit beta 6
8151929	1	4.13e-05	4.314892	1.987908	0.1977832		
8155442	1	4.22e-05	-4.308608	1.966713	-0.2172072	LOC102724507///LOC100509620///AQP7P1///AQP7	uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
8129363	1	4.29e-05	-4.304623	1.953286	-0.1530116	HDDC2///HDDC2	HD domain containing 2///HD domain containing 2
8150076	1	4.31e-05	-4.303326	1.948917	-0.2794636	DUSP4	dual specificity phosphatase 4
7895216	1	4.38e-05	4.298799	1.933672	0.1290851		
7922472	1	4.50e-05	4.291569	1.909352	0.2053824		
8026679	1	4.55e-05	-4.288848	1.900203	-0.1697382	USE1	unconventional SNARE in the ER 1
7923231	1	4.63e-05	4.283865	1.883461	0.167773		
7894738	1	4.64e-05	4.283548	1.882398	0.4771694		
8161353	1	4.70e-05	-4.279994	1.870463	-0.1811075	LOC102724238///LOC554249///GLIDR	uncharacterized LOC102724238///uncharacterized LOC554249///glioblastoma down-regulated RNA
7893969	1	4.73e-05	-4.277993	1.863748	-0.4241264		
8148309	1	4.75e-05	4.277355	1.861607	0.1905422		
8135321	1	4.77e-05	4.276061	1.857265	0.1338846		
8046428	1	4.77e-05	-4.276028	1.857154	-0.1698564	RAPGEF4	Rap guanine nucleotide exchange factor 4
8085946	1	4.82e-05	-4.273232	1.847777	-0.2543831	EOMES	eomesodermin
7896226	1	4.86e-05	4.27124	1.841098	0.3729418		
8136473	1	4.86e-05	4.270969	1.840191	0.116103	TRIM24	tripartite motif containing 24
8105189	1	4.88e-05	4.269748	1.836097	0.1797702		
7972810	1	4.97e-05	-4.26471	1.81922	-0.104737	CARS2	cysteinyl-tRNA synthetase 2, mitochondrial (putative)
7982082	1	5.03e-05	4.261911	1.809846	0.1723284	SNORD115-38	small nucleolar RNA, C/D box 115-38
8171001	1	5.06e-05	-4.260351	1.804627	-0.1911007	FUNDC2	FUN14 domain containing 2
8040578	1	5.09e-05	-4.258448	1.798259	-0.1521531	CENPO	centromere protein O
8004521	1	5.26e-05	-4.249449	1.76817	-0.2335991	MPDU1	mannose-P-dolichol utilization defect 1
8131631	1	5.34e-05	-4.245567	1.7552	-0.2339274	HDAC9	histone deacetylase 9
7975309	1	5.42e-05	4.241562	1.741831	0.2076885		
8042460	1	5.54e-05	4.235513	1.721655	0.1725354		
8055872	1	5.58e-05	-4.233595	1.71526	-0.132121	CACNB4	calcium voltage-gated channel auxiliary subunit beta 4
8134712	1	5.63e-05	-4.231166	1.707164	-0.1825713	AP4M1	adaptor related protein complex 4 mu 1 subunit
7893494	1	5.72e-05	-4.227252	1.694127	-0.1904873		
8154916	1	5.76e-05	-4.225326	1.687714	-0.1418468	GALT	galactose-1-phosphate uridylyltransferase
8167125	1	5.80e-05	-4.223297	1.68096	-0.1385268	USP11	ubiquitin specific peptidase 11
8041122	1	5.91e-05	-4.218148	1.663831	-0.1165843	PPP1CB	protein phosphatase 1 catalytic subunit beta
8112016	1	6.01e-05	4.213638	1.648837	0.1287866		
8162998	1	6.45e-05	4.194651	1.585832	0.1558752		
7920470	1	6.48e-05	4.193185	1.580974	0.1964449		
8092201	1	6.65e-05	-4.186186	1.557802	-0.1796671	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1
7932094	1	6.68e-05	-4.184926	1.553632	-0.162928	PHYH	phytanoyl-CoA 2-hydroxylase
8098880	1	6.72e-05	-4.183381	1.548522	-0.1169872	CTBP1	C-terminal binding protein 1
8053165	1	6.72e-05	-4.183235	1.548039	-0.1118939	MRPL53	mitochondrial ribosomal protein L53
7893515	1	6.86e-05	4.177859	1.530264	0.1666641		
8105842	1	6.86e-05	4.17769	1.529707	0.1618837	CENPH	centromere protein H
7929052	1	6.88e-05	-4.176877	1.527021	-0.2397233	IFIT3	interferon induced protein with tetratricopeptide repeats 3
8008040	1	6.93e-05	4.174736	1.519946	0.1188474	LRRC46	leucine rich repeat containing 46
7985066	1	7.03e-05	-4.170926	1.507365	-0.1750321	TMEM266	transmembrane protein 266
8031867	1	7.09e-05	4.168869	1.500576	0.199877		
7895590	1	7.11e-05	4.168059	1.497901	0.1810083		
8127423	1	7.29e-05	4.16094	1.474424	0.2532034		
8158523	1	7.31e-05	-4.16031	1.472347	-0.131522	PTPA	protein phosphatase 2 phosphatase activator
8067652	1	7.39e-05	-4.157435	1.462874	-0.1481126	EEF1A2	eukaryotic translation elongation factor 1 alpha 2
7975154	1	7.43e-05	4.155866	1.457705	0.1573206	LINC00238	long intergenic non-protein coding RNA 238
8148261	1	7.51e-05	4.152915	1.447989	0.14842		
7952132	1	7.53e-05	-4.152245	1.445783	-0.0980901	SLC37A4	solute carrier family 37 member 4
7893012	1	7.65e-05	4.148102	1.432152	0.1328809		
7940580	1	7.82e-05	4.142008	1.412115	0.1674857		
7947915	1	7.93e-05	4.138097	1.399265	0.1165631		
8154233	1	7.96e-05	-4.137199	1.396319	-0.3860846	CD274	CD274 molecule
7941382	1	7.97e-05	-4.136581	1.39429	-0.1305215	KAT5	lysine acetyltransferase 5
8022747	1	8.03e-05	-4.134749	1.388275	-0.1389037	B4GALT6	beta-1,4-galactosyltransferase 6
8042270	1	8.11e-05	-4.132001	1.379256	-0.1835279	UGP2	UDP-glucose pyrophosphorylase 2
8144717	1	8.27e-05	4.126693	1.361847	0.1705643		
8176921	1	8.32e-05	4.124981	1.356233	0.1162237		
8177424	1	8.32e-05	4.124981	1.356233	0.1162237		
8069131	1	8.35e-05	4.123876	1.352614	0.1231572	LRRC3DN	LRRC3 downstream neighbor (non-protein coding)
8097122	1	8.37e-05	4.123302	1.350732	0.1547954		
7894645	1	8.38e-05	4.123068	1.349967	0.2096465		
7894418	1	8.55e-05	4.117388	1.331364	0.1903314		
7973510	1	8.57e-05	-4.11693	1.329864	-0.2321851	CPNE6	copine 6
8180301	1	8.80e-05	-4.109651	1.306055	-0.1245335	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
7925130	1	8.80e-05	-4.109447	1.305388	-0.1860639	TARBP1	TAR (HIV-1) RNA binding protein 1
8139033	1	8.82e-05	-4.108982	1.303868	-0.2203893	AOAH	acyloxyacyl hydrolase
8120269	1	8.86e-05	4.107688	1.299638	0.1328518		
7899173	1	9.06e-05	-4.10146	1.279293	-0.1854092	DHDDS	dehydrodolichyl diphosphate synthase subunit
8000117	1	9.07e-05	-4.101346	1.278918	-0.2113505	CRYM	crystallin mu
8078832	1	9.21e-05	4.096934	1.264521	0.2036725		
7975268	1	9.27e-05	-4.095256	1.259046	-0.2022028	ARG2	arginase 2
8096617	1	9.35e-05	-4.092855	1.251216	-0.3235581	BANK1	B-cell scaffold protein with ankyrin repeats 1
7894367	1	9.40e-05	4.091508	1.246823	0.1948255		
8170891	1	9.42e-05	-4.090659	1.244056	-0.0881934	GDI1	GDP dissociation inhibitor 1
7901299	1	9.49e-05	-4.088621	1.237415	-0.1301909	CMPK1	cytidine/uridine monophosphate kinase 1
7895601	1	9.51e-05	4.088038	1.235516	0.1374209		
8006762	1	9.57e-05	-4.086557	1.230692	-0.1539711	MRPL45	mitochondrial ribosomal protein L45
7949995	1	9.58e-05	-4.08615	1.229365	-0.1703663	MRPL21	mitochondrial ribosomal protein L21
8155554	1	9.69e-05	-4.083057	1.219294	-0.1934731	LOC102724507///LOC100509620///AQP7P1///AQP7	uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
8171823	1	9.69e-05	-4.082918	1.218843	-0.169529	APOO	apolipoprotein O
7978704	1	9.79e-05	4.080177	1.209923	0.1169446		
7913110	1	9.88e-05	-4.077749	1.202022	-0.1072456	EMC1	ER membrane protein complex subunit 1
8180302	1	1.01e-04	-4.071755	1.182538	-0.1200818	UPF3A	UPF3 regulator of nonsense transcripts homolog A (yeast)
7982068	1	1.01e-04	4.07131	1.181091	0.2025739	SNORD115-31	small nucleolar RNA, C/D box 115-31
7963502	1	1.02e-04	4.06866	1.172484	0.1210698	KRT77	keratin 77
8127549	1	1.03e-04	-4.066395	1.165128	-0.1290653	SLC17A5	solute carrier family 17 member 5
8040428	1	1.03e-04	4.065032	1.160705	0.2108542		
7970954	1	1.04e-04	-4.064148	1.157834	-0.4128884	DCLK1	doublecortin like kinase 1
8160036	1	1.05e-04	-4.061602	1.149575	-0.1344059	TMEM261///TMEM261	transmembrane protein 261///transmembrane protein 261
8135361	1	1.05e-04	4.060759	1.146839	0.2835674		
8172573	1	1.06e-04	-4.058275	1.138784	-0.1472832	SYP	synaptophysin
7893728	1	1.06e-04	4.057926	1.137654	0.1954128		
8160663	1	1.07e-04	-4.056698	1.13367	-0.2051321	AQP7	aquaporin 7
7894240	1	1.08e-04	-4.05401	1.124962	-0.2386103		
8038126	1	1.08e-04	-4.05223	1.119196	-0.2473104	CA11	carbonic anhydrase 11
7953483	1	1.08e-04	-4.051811	1.117838	-0.1226032	USP5	ubiquitin specific peptidase 5
8089867	1	1.09e-04	-4.051356	1.116366	-0.1463841	RABL3	RAB, member of RAS oncogene family like 3
8124924	1	1.12e-04	-4.042051	1.086253	-0.0910314		
7936661	1	1.13e-04	-4.040434	1.081027	-0.1819131	PRDX3	peroxiredoxin 3
7959014	1	1.13e-04	4.039771	1.078883	0.2771406		
8019005	1	1.14e-04	-4.039078	1.076643	-0.1861308	RBFOX3	RNA binding protein, fox-1 homolog 3
7895985	1	1.17e-04	4.031601	1.052492	0.2601446		
8125959	1	1.17e-04	-4.029802	1.046687	-0.2766353	SLC26A8	solute carrier family 26 member 8
7919645	1	1.18e-04	-4.029398	1.045383	-0.1166875	SV2A	synaptic vesicle glycoprotein 2A
8163000	1	1.18e-04	4.029276	1.044989	0.1983144		
7972069	1	1.18e-04	-4.027573	1.039497	-0.0910764	MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase
8034276	1	1.19e-04	-4.025988	1.034383	-0.1288443	ZNF653	zinc finger protein 653
8055350	1	1.19e-04	-4.025383	1.032432	-0.1885205	TMEM163	transmembrane protein 163
7935627	1	1.19e-04	-4.025123	1.031594	-0.1759591	GOT1	glutamic-oxaloacetic transaminase 1
8133900	1	1.20e-04	4.023757	1.027191	0.1758468		
8065013	1	1.21e-04	4.021871	1.021112	0.1538685	LINC00687	long intergenic non-protein coding RNA 687
8009351	1	1.22e-04	4.020182	1.015668	0.1382814		
8161558	1	1.22e-04	-4.02002	1.015147	-0.1784418	LOC102724507///LOC100509620///AQP7P1///AQP7	uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7
8007594	1	1.22e-04	-4.019943	1.014899	-0.1089502	TMUB2	transmembrane and ubiquitin like domain containing 2
8052689	1	1.22e-04	-4.019143	1.012322	-0.2204514	SPRED2	sprouty related EVH1 domain containing 2
8163714	1	1.22e-04	4.018757	1.011078	0.201819		
8151756	1	1.23e-04	-4.017756	1.007855	-0.1116966	TMEM55A	transmembrane protein 55A
8038382	1	1.23e-04	-4.016041	1.002332	-0.133448	PIH1D1	PIH1 domain containing 1
8090866	1	1.25e-04	-4.01225	0.990132	-0.1835761	ANAPC13	anaphase promoting complex subunit 13
7968630	1	1.27e-04	4.007978	0.976393	0.1199416		
7974253	1	1.28e-04	4.00473	0.965952	0.1512604		
7896549	1	1.29e-04	4.003367	0.961573	0.1147452		
7935863	1	1.31e-04	3.998993	0.947526	0.1466095		
7970563	1	1.31e-04	3.998457	0.945803	0.1363812		
7955117	1	1.32e-04	3.997032	0.941231	0.1551448	ANP32D	acidic nuclear phosphoprotein 32 family member D
7896688	1	1.32e-04	-3.996755	0.940342	-0.2643101		
7978534	1	1.33e-04	3.99509	0.935	0.158644		
7979999	1	1.33e-04	3.994308	0.932491	0.1464175		
7991501	1	1.33e-04	3.994255	0.93232	0.4821168		
7894845	1	1.34e-04	-3.993259	0.929126	-0.1408289		
8061364	1	1.35e-04	-3.990541	0.920412	-0.1120287	RPL41P5///RPL41///RPL41	ribosomal protein L41 pseudogene 5///ribosomal protein L41///ribosomal protein L41
7902158	1	1.36e-04	-3.989673	0.91763	-0.217111	TCTEX1D1	Tctex1 domain containing 1
8003089	1	1.36e-04	-3.988464	0.913754	-0.0983692	MBTPS1	membrane bound transcription factor peptidase, site 1
7896415	1	1.37e-04	3.987098	0.909377	0.1878017		
7939954	1	1.37e-04	3.98651	0.907495	0.239612	TRIM51	tripartite motif-containing 51
7953181	1	1.37e-04	-3.985805	0.905236	-0.19052	PRMT8	protein arginine methyltransferase 8
7951824	1	1.40e-04	3.98032	0.887676	0.1581198		
8077526	1	1.40e-04	3.980237	0.887409	0.1311297		
8121317	1	1.43e-04	3.974407	0.868762	0.2721434		
7894456	1	1.45e-04	3.970268	0.855536	0.1648818		
8108401	1	1.47e-04	3.967277	0.845982	0.1504452		
7893654	1	1.49e-04	3.962975	0.83225	0.2562171		
7896525	1	1.49e-04	-3.962411	0.830452	-0.2638733		
7896108	1	1.52e-04	-3.957882	0.81601	-0.1710169		
8034871	1	1.53e-04	3.955712	0.809094	0.1481351		
7931926	1	1.54e-04	3.954575	0.80547	0.1260143		
7895463	1	1.54e-04	3.954525	0.805311	0.1342024		
7892783	1	1.54e-04	3.954272	0.804506	0.1395418		
8024194	1	1.54e-04	-3.954263	0.804476	-0.1273696	GPX4	glutathione peroxidase 4
7993337	1	1.54e-04	3.952983	0.800398	0.1577225	MIR365A	microRNA 365a
8027239	1	1.55e-04	3.952489	0.798826	0.1662478		
8177083	1	1.56e-04	3.949446	0.789134	0.1789363		
7942889	1	1.57e-04	-3.948854	0.787251	-0.2036179	TMEM126A	transmembrane protein 126A
7957167	1	1.57e-04	-3.948165	0.785058	-0.1721236	TMEM19	transmembrane protein 19
8014723	1	1.57e-04	-3.94805	0.784692	-0.0911025	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
7894988	1	1.58e-04	3.946485	0.779714	0.152375		
7893651	1	1.59e-04	3.945756	0.777394	0.1462263		
8121782	1	1.59e-04	3.945754	0.777386	0.1399975		
8059341	1	1.59e-04	3.944204	0.772458	0.1521721		
7908730	1	1.60e-04	3.943826	0.771256	0.1475263	RNU6-501P	RNA, U6 small nuclear 501, pseudogene
8151475	1	1.64e-04	-3.935963	0.746265	-0.117101	TPD52///TPD52	tumor protein D52///tumor protein D52
7969179	1	1.64e-04	-3.935424	0.744556	-0.1750351	RNASEH2B	ribonuclease H2 subunit B
8145782	1	1.65e-04	-3.93472	0.74232	-0.1663269	MAK16	MAK16 homolog
7895359	1	1.68e-04	3.929993	0.727317	0.225117		
8134699	1	1.68e-04	-3.929782	0.726648	-0.1194609	COPS6	COP9 signalosome subunit 6
8143850	1	1.69e-04	-3.927517	0.719465	-0.1830505	CDK5	cyclin dependent kinase 5
8000636	1	1.73e-04	3.920418	0.696966	0.1648678	NPIPB9///NPIPB5///NPIPB6///NPIPB3	nuclear pore complex interacting protein family member B9///nuclear pore complex interacting protein family member B5///nuclear pore complex interacting protein family member B6///nuclear pore complex interacting protein family member B3
7957221	1	1.73e-04	-3.920272	0.696503	-0.1665935	TRHDE	thyrotropin releasing hormone degrading enzyme
8180411	1	1.74e-04	-3.919121	0.692859	-0.2491048	ELMO1	engulfment and cell motility 1
7893483	1	1.75e-04	3.918451	0.690739	0.1524642		
7892960	1	1.75e-04	3.917769	0.688578	0.1891862		
